id,correctAgg,answered,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
21,stdev,iqr,TRUE,3,1,8518,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
22,avg,avg,FALSE,2,1,7820,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
23,iqr,stdev,TRUE,2,1,7382,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
24,median,median,FALSE,2,1,7321,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
25,iqr,iqr,FALSE,2,1,15896,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
26,max,max,FALSE,2,1,6344,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
27,count,count,FALSE,1,0,5651,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
28,avg,avg,FALSE,2,1,6885,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
29,min,min,FALSE,1,0,4469,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
3,max,max,FALSE,2,1,7338,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
30,sum,sum,FALSE,1,0,7192,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
31,stdev,iqr,TRUE,1,0,5657,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
4,median,avg,TRUE,2,1,8698,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
5,iqr,stdev,TRUE,2,1,16446,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
6,sum,sum,FALSE,1,0,4862,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
7,stdev,stdev,FALSE,1,0,7084,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
8,avg,avg,FALSE,2,1,10450,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
9,max,max,FALSE,2,1,12104,Female,Associate or Bachelors degree,35-44,no,,Know well,Its easier for me to give an example than explain- There are 10 sets of numbers and you want the average of the 10. You will add the 10 together and divide by 10 to get the average.,Know well,"I'm digging deep here, but the Interquartile ranges are the 4 ranges on a data set of numbers on a graph. There is a hill (graph) the numbers will tell you where Q1-Q4 are depending the numbers in the set. Interquartile range is basically the number set divided into quarters.",Know well,Median is writing down all 10 in the set(from above) and finding the middle number,Know well,The standard deviation is ....basically how much deviation are between the numbers in a set.,8,never,< 1/d,< 1/w,vUaxNNX4NCbVTQB0abSaJJAcXGu2,baseline
0,max,max,FALSE,1,1,6073,Female,"Some college, no degree",35-44,no,,Know,Total of all numbers then find the average (common) number,IDK,,Know,the middle number,Know,the distribution or the average (measurement),3,< 1/d,< 1/w,< 1/w,vVsdfXYmQjWN4Md8f98klQ2x7St1,static
1,iqr,stdev,TRUE,3,2,15562,Female,"Some college, no degree",35-44,no,,Know,Total of all numbers then find the average (common) number,IDK,,Know,the middle number,Know,the distribution or the average (measurement),3,< 1/d,< 1/w,< 1/w,vVsdfXYmQjWN4Md8f98klQ2x7St1,static
10,min,min,FALSE,1,0,2936,Female,"Some college, no degree",35-44,no,,Know,Total of all numbers then find the average (common) number,IDK,,Know,the middle number,Know,the distribution or the average (measurement),3,< 1/d,< 1/w,< 1/w,vVsdfXYmQjWN4Md8f98klQ2x7St1,static
11,count,count,FALSE,2,1,7478,Female,"Some college, no degree",35-44,no,,Know,Total of all numbers then find the average (common) number,IDK,,Know,the middle number,Know,the distribution or the average (measurement),3,< 1/d,< 1/w,< 1/w,vVsdfXYmQjWN4Md8f98klQ2x7St1,static
12,sum,count,TRUE,3,3,21972,Female,"Some college, no degree",35-44,no,,Know,Total of all numbers then find the average (common) number,IDK,,Know,the middle number,Know,the distribution or the average (measurement),3,< 1/d,< 1/w,< 1/w,vVsdfXYmQjWN4Md8f98klQ2x7St1,static
13,stdev,iqr,TRUE,1,0,2671,Female,"Some college, no degree",35-44,no,,Know,Total of all numbers then find the average (common) number,IDK,,Know,the middle number,Know,the distribution or the average (measurement),3,< 1/d,< 1/w,< 1/w,vVsdfXYmQjWN4Md8f98klQ2x7St1,static
14,median,median,FALSE,2,1,5257,Female,"Some college, no degree",35-44,no,,Know,Total of all numbers then find the average (common) number,IDK,,Know,the middle number,Know,the distribution or the average (measurement),3,< 1/d,< 1/w,< 1/w,vVsdfXYmQjWN4Md8f98klQ2x7St1,static
