id,agg,rank-elaborate,play-elaborate,reset-elaborate,rank-simple,play-simple,reset-simple,rank-baseline,play-baseline,reset-baseline,rank-static,play-static,reset-static,compTime,rationale,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
6,stdev,1,1,0,2,1,0,3,1,0,4,1,0,26170,I'm honestly not really sure since I don't have a very good idea of what standard deviation is,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
7,iqr,1,2,1,2,2,1,3,1,0,4,1,0,11362,"I'm not sure what interquartile range is, but I think the last two animations did a good job of expressing something related to four groups and the average",Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
0,count,2,2,1,1,1,0,4,1,0,3,2,1,57993,"The smoothness of the transition to see the points not combined due to their value, but equally spread out to see the number of points.",Male,"Some college, no degree",18-24,no,,Know well,the sum of a group of numbers divided by the size of the group,Know well,"Breaking down a set of numbers into the values at which 0%, 25%, 50, 75, and 100% of the numbers are below each respective value.",Know well,"Sort the numbers in a group, and find the one at the center (or the average of the two that split center)",Know,A standard deviation represents the variation in the data around the mean.,7,< 1/w,< 1/d,< 1/w,uHUdy8gC2scF05wFkrijEF1mHRi2,simple
1,sum,1,2,2,3,2,1,2,2,2,4,2,1,37944,"Clarity of combining all the elements together based on their value, and seeing the line for each point was helpful",Male,"Some college, no degree",18-24,no,,Know well,the sum of a group of numbers divided by the size of the group,Know well,"Breaking down a set of numbers into the values at which 0%, 25%, 50, 75, and 100% of the numbers are below each respective value.",Know well,"Sort the numbers in a group, and find the one at the center (or the average of the two that split center)",Know,A standard deviation represents the variation in the data around the mean.,7,< 1/w,< 1/d,< 1/w,uHUdy8gC2scF05wFkrijEF1mHRi2,simple
2,max,1,0,0,1,1,0,2,1,0,3,2,1,28156,Clear selection of top value by using a thick line while all points were visible,Male,"Some college, no degree",18-24,no,,Know well,the sum of a group of numbers divided by the size of the group,Know well,"Breaking down a set of numbers into the values at which 0%, 25%, 50, 75, and 100% of the numbers are below each respective value.",Know well,"Sort the numbers in a group, and find the one at the center (or the average of the two that split center)",Know,A standard deviation represents the variation in the data around the mean.,7,< 1/w,< 1/d,< 1/w,uHUdy8gC2scF05wFkrijEF1mHRi2,simple
3,min,1,0,0,1,1,0,2,1,0,3,1,0,11548,"Again, seeing the line while we could see all the points was helpful for reference.",Male,"Some college, no degree",18-24,no,,Know well,the sum of a group of numbers divided by the size of the group,Know well,"Breaking down a set of numbers into the values at which 0%, 25%, 50, 75, and 100% of the numbers are below each respective value.",Know well,"Sort the numbers in a group, and find the one at the center (or the average of the two that split center)",Know,A standard deviation represents the variation in the data around the mean.,7,< 1/w,< 1/d,< 1/w,uHUdy8gC2scF05wFkrijEF1mHRi2,simple
4,avg,1,1,0,2,1,0,3,1,0,4,2,2,117708,Being able to see all the differences among the points lower and higher than the average was helpful. Getting to see the numbers gather towards the center was second best.,Male,"Some college, no degree",18-24,no,,Know well,the sum of a group of numbers divided by the size of the group,Know well,"Breaking down a set of numbers into the values at which 0%, 25%, 50, 75, and 100% of the numbers are below each respective value.",Know well,"Sort the numbers in a group, and find the one at the center (or the average of the two that split center)",Know,A standard deviation represents the variation in the data around the mean.,7,< 1/w,< 1/d,< 1/w,uHUdy8gC2scF05wFkrijEF1mHRi2,simple
5,median,2,1,0,1,1,0,3,2,1,4,1,1,41016,"Splitting the points into those above and below the median was helpful. Iterating through each pair was more confusing, but got the idea across better than the fade or abrupt change.",Male,"Some college, no degree",18-24,no,,Know well,the sum of a group of numbers divided by the size of the group,Know well,"Breaking down a set of numbers into the values at which 0%, 25%, 50, 75, and 100% of the numbers are below each respective value.",Know well,"Sort the numbers in a group, and find the one at the center (or the average of the two that split center)",Know,A standard deviation represents the variation in the data around the mean.,7,< 1/w,< 1/d,< 1/w,uHUdy8gC2scF05wFkrijEF1mHRi2,simple
6,stdev,2,1,0,1,1,0,3,1,0,4,1,0,65107,"I found the distance from the average to be less helpful for this visualization, so I picked the gradual one first, followed by the histogram-like viz, and then the fading and abrupt versions.",Male,"Some college, no degree",18-24,no,,Know well,the sum of a group of numbers divided by the size of the group,Know well,"Breaking down a set of numbers into the values at which 0%, 25%, 50, 75, and 100% of the numbers are below each respective value.",Know well,"Sort the numbers in a group, and find the one at the center (or the average of the two that split center)",Know,A standard deviation represents the variation in the data around the mean.,7,< 1/w,< 1/d,< 1/w,uHUdy8gC2scF05wFkrijEF1mHRi2,simple
7,iqr,3,2,1,1,1,0,2,2,1,4,1,1,51039,"The top option got the idea across the clearest and at the right speed. This time, the faster, more complicated viz on the right was overly complicated and I picked the fading one before it. The abrupt transition got last place.",Male,"Some college, no degree",18-24,no,,Know well,the sum of a group of numbers divided by the size of the group,Know well,"Breaking down a set of numbers into the values at which 0%, 25%, 50, 75, and 100% of the numbers are below each respective value.",Know well,"Sort the numbers in a group, and find the one at the center (or the average of the two that split center)",Know,A standard deviation represents the variation in the data around the mean.,7,< 1/w,< 1/d,< 1/w,uHUdy8gC2scF05wFkrijEF1mHRi2,simple
0,count,2,3,2,1,4,3,3,4,3,4,6,5,72789,1st and 2nd were higher than 3rd and 4th because we can see the number of dots lined up nicely making it obvious there was a count. I liked 1st more than 2nd because of the smoother transition. 3rd was higher than 4th because there seems some correlation between first and second graph while in the 4th I wouldn't be able to tell the two charts related if I didn't know they were related already ,Others,Associate or Bachelors degree,18-24,no,,Know well,"add all the numbers in the set, then divide by the size of the set",IDK,,Know well,the number in the middle of the set when the set is sorted,Know,"how far from the average a data point is, also square root of variance",5,< 1/m,< 1/w,< 1/w,vhDNZOJ3cYQsFg744W2TfnacNx92,static
1,sum,1,3,2,3,6,5,2,4,3,4,1,1,52901,"The one ranked 1st is my favorite because we can see the lines stacking on top of each other which clearly suggests addition, 2nd one shows combining which also implies addition. I'm not sure what is happening in the 3rd one, but the transition shows a relation between the first and second chart while the 4th one dosn't have any transition which makes it hard to tell there is a relationship between the two graphs/",Others,Associate or Bachelors degree,18-24,no,,Know well,"add all the numbers in the set, then divide by the size of the set",IDK,,Know well,the number in the middle of the set when the set is sorted,Know,"how far from the average a data point is, also square root of variance",5,< 1/m,< 1/w,< 1/w,vhDNZOJ3cYQsFg744W2TfnacNx92,static
2,max,3,0,0,3,2,1,2,3,2,1,2,2,41276,"The first one is most simple, it is obvious that the everything that disappeared are values that are not the maximum. I liked the second one as well, but thought the transition was a little slow. I wasn't sure what the purpose of the lines were on the 3rd one, so I ranked it last.",Others,Associate or Bachelors degree,18-24,no,,Know well,"add all the numbers in the set, then divide by the size of the set",IDK,,Know well,the number in the middle of the set when the set is sorted,Know,"how far from the average a data point is, also square root of variance",5,< 1/m,< 1/w,< 1/w,vhDNZOJ3cYQsFg744W2TfnacNx92,static
3,min,1,0,0,1,2,1,3,3,2,2,3,2,96899,"Compared to the the maximum charts, I now see the point of the lines in the 1st ranked distinction: it makes it obvious which points are the smallest ones. The second one and third one I thought were almost equally good, I just didn't like how slow the transition was on the 3rd ranked transition. ",Others,Associate or Bachelors degree,18-24,no,,Know well,"add all the numbers in the set, then divide by the size of the set",IDK,,Know well,the number in the middle of the set when the set is sorted,Know,"how far from the average a data point is, also square root of variance",5,< 1/m,< 1/w,< 1/w,vhDNZOJ3cYQsFg744W2TfnacNx92,static
4,avg,1,8,7,2,4,3,3,4,3,4,2,1,69406,"The one ranked 4th had no transition, so it was hard to tell the relation between the 1st and second chart. I ranked the one with the dots merging 3rd because it is hard to tell why the dots are merging and where they are merging to. The one with the dots merging to the line is 2nd because it gives the point where they are merging, if not why they are merging. The one with the bars are 1st because it the bars suggest why they are merging and the line tells us where they are merging to. ",Others,Associate or Bachelors degree,18-24,no,,Know well,"add all the numbers in the set, then divide by the size of the set",IDK,,Know well,the number in the middle of the set when the set is sorted,Know,"how far from the average a data point is, also square root of variance",5,< 1/m,< 1/w,< 1/w,vhDNZOJ3cYQsFg744W2TfnacNx92,static
5,median,2,2,1,1,3,2,3,4,3,4,1,1,45945,"I thought the second and first ranked transitions were both good, but the second ranked was a little fast/ had too much going on. The third one was ok, but there is no explanation for why those two dots replaced all the previous dots. The fourth one had no transition so it seemed there was no relationship between the first and second chart.",Others,Associate or Bachelors degree,18-24,no,,Know well,"add all the numbers in the set, then divide by the size of the set",IDK,,Know well,the number in the middle of the set when the set is sorted,Know,"how far from the average a data point is, also square root of variance",5,< 1/m,< 1/w,< 1/w,vhDNZOJ3cYQsFg744W2TfnacNx92,static
6,stdev,1,5,4,2,3,2,3,1,0,4,1,0,74795,"I ranked these in order of information they provide about what it is describing. I'm not really sure how standard deviation is normally calculated, so the details they have really help in my understanding of standard deviation.",Others,Associate or Bachelors degree,18-24,no,,Know well,"add all the numbers in the set, then divide by the size of the set",IDK,,Know well,the number in the middle of the set when the set is sorted,Know,"how far from the average a data point is, also square root of variance",5,< 1/m,< 1/w,< 1/w,vhDNZOJ3cYQsFg744W2TfnacNx92,static
7,iqr,2,5,4,1,2,1,3,2,1,4,1,0,51242,"I wasn't that sure what interquartile range is, but I think the one ranked 1st really explained it to me. The one I ranked second is too busy (not sure why all the dots needed to pop out...) . The 3rd just had a fading transition which didn't help me at all, and the 4th had no transition which makes me think that the before and after are not that related.",Others,Associate or Bachelors degree,18-24,no,,Know well,"add all the numbers in the set, then divide by the size of the set",IDK,,Know well,the number in the middle of the set when the set is sorted,Know,"how far from the average a data point is, also square root of variance",5,< 1/m,< 1/w,< 1/w,vhDNZOJ3cYQsFg744W2TfnacNx92,static
0,count,2,1,0,1,1,0,3,2,1,4,3,2,31164,Smooth transition evokes bar charts and an actual counting of the dots. Staged animation is confusing when all the dots look the same and move along the same line.,Others,"Some college, no degree",<18,no,,Know well,(sum_{i=0}^{n}x_i)/n,Know well,Range between the values at the 25% percentile and 75% percentile,Know well,"the (n/2)th element in a list of n sorted elements, or the average of the middle two if n is even",Know well,Not entirely sure: sqrt(sum(value^2-average^2)) or something similar,8,< 1/w,< 1/d,< 1/w,vma1NCk7sPg5f4j4IflBITfTxf93,static
