id,animAgg,textAgg,isError,playCount,resetCount,compTime,gender,education,age,vision_deficiency,vision_impairment_description,familiarity-average,familiarity-average-description,familiarity-interquartile-range,familiarity-interquartile-range-description,familiarity-median,familiarity-median-description,familiarity-standard-deviation,familiarity-standard-deviation-description,familiarity-agg-score,familiarity-stat-tool,familiarity-view-chart,familiarity-create-chart,userID,treatment
61,max,count,FALSE,1,1,2967,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
62,max,max,FALSE,2,1,2466,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
63,sum,max,FALSE,3,3,3494,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
64,stdev,iqr,FALSE,1,1,3386,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
65,median,avg,TRUE,2,2,3938,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
66,avg,median,FALSE,3,3,4047,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
67,max,sum,FALSE,1,1,2310,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
68,count,max,FALSE,1,1,2475,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
69,count,count,FALSE,2,2,3716,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
7,max,sum,FALSE,2,2,4774,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
70,avg,avg,FALSE,1,1,2635,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
71,sum,sum,FALSE,1,1,2767,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
8,min,min,FALSE,2,2,3489,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
9,max,max,FALSE,1,1,2461,Male,"Some college, no degree",18-24,no,,Know well,"a calculated ""central"" value of a set of numbers determined by dividing the sum of the numbers by the number of numbers",Know well,an observed range of values such that a given 25% of the data in a set falls within that range,Know well,"an observed ""central"" value of a set of numbers determined by sorting the numbers and finding the value in the middle of the sorted set",Know well,a calculated value that is a measure for the dispersion or variation in a set of values,8,< 1/m,>= 1/d,< 1/w,tnkOYEm3P1Vb54jq2F5zjIqnVcr2,static
0,max,max,FALSE,3,2,11279,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
1,iqr,iqr,TRUE,3,2,13994,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
10,stdev,iqr,TRUE,2,2,6919,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
11,median,median,FALSE,2,2,6210,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
12,avg,median,FALSE,4,4,8237,Female,"Some college, no degree",18-24,no,,Know well,add all up then divide by the number there are,IDK,,Know well,"put them in order, take the one from the middle, if even number average the two on either side of middle",Know,how okay it is to be away from the average,5,< 1/m,< 1/d,< 1/m,u5ADjGbp0zW4PF8YVaSYsVB5zVm2,static
